UF,IBGE,Municipio,CNES,EAS,Peso_Muito_Baixo_Quantidade,Peso_Muito_Baixo_Porcentagem,Peso_Baixo_Quantidade,Peso_Baixo_Porcentagem,Peso_Adequado_Quantidade,Peso_Adequado_Porcentagem,Peso_Elevado_Quantidade,Peso_Elevado_Porcentagem,Total,Local,Ano,Faixa_Etaria,Magreza_Acentuada_Qtd,Magreza_Acentuada_Pct,Magreza_Qtd,Magreza_Pct,Eutrofia_Qtd,Eutrofia_Pct,Sobrepeso_Qtd,Sobrepeso_Pct,Obesidade_Qtd,Obesidade_Pct,Obesidade_Grave_Qtd,Obesidade_Grave_Pct,cnes,lat_ubs,lon_ubs,qtd_esc_publicas,qtd_esc_privadas,qtd_fastfood,qtd_supermercados,qtd_pracas_esporte,acesso_transporte,Faixa_Etaria_Cod,Tendencia_Obesidade,Obesidade_Ano_Anterior,Delta_Obesidade,Status,Delta_Predito
SP,354390,RIO CLARO,2055821,UBS PSF DA ASSISTENCIA,,,,,,,,,11.0,SP,2016,0 a 18 anos,,,0.0,0.0,10.0,90.9090909090909,0.0,0.0,1.0,9.090909090909092,0.0,0.0,2055821,-22.43,-47.56,4,0,4,6,35,48,0,10.437710437710438,7.407407407407407,3.0303030303030303,DADO HISTÓRICO,
SP,354390,RIO CLARO,2055821,UBS PSF DA ASSISTENCIA,,,,,,,,,42.0,SP,2017,0 a 18 anos,,,0.0,0.0,28.0,66.66666666666666,2.0,4.761904761904762,12.0,28.57142857142857,0.0,0.0,2055821,-22.43,-47.56,4,0,4,6,35,48,0,16.25781625781626,10.437710437710438,5.820105820105821,DADO HISTÓRICO,
SP,354390,RIO CLARO,2055821,UBS PSF DA ASSISTENCIA,,,,,,,,,9.0,SP,2018,0 a 18 anos,,,0.0,0.0,5.0,55.55555555555556,2.0,22.22222222222222,2.0,22.22222222222222,0.0,0.0,2055821,-22.43,-47.56,4,0,4,6,35,48,0,19.961519961519958,16.25781625781626,3.703703703703699,DADO HISTÓRICO,
SP,354390,RIO CLARO,2055821,UBS PSF DA ASSISTENCIA,,,,,,,,,11.0,SP,2019,0 a 18 anos,,,0.0,0.0,9.0,81.81818181818183,1.0,9.090909090909092,1.0,9.090909090909092,0.0,0.0,2055821,-22.43,-47.56,4,0,4,6,35,48,0,19.96151996151996,19.961519961519958,3.552713678800501e-15,DADO HISTÓRICO,
SP,354390,RIO CLARO,2055821,UBS PSF DA ASSISTENCIA,,,,,,,,,8.0,SP,2020,0 a 18 anos,,,1.0,12.5,5.0,62.5,1.0,12.5,1.0,12.5,0.0,0.0,2055821,-22.43,-47.56,4,0,4,6,35,48,0,14.604377104377106,19.96151996151996,-5.357142857142856,DADO HISTÓRICO,
SP,354390,RIO CLARO,2055821,UBS PSF DA ASSISTENCIA,,,,,,,,,68.0,SP,2021,0 a 18 anos,,,2.0,2.941176470588235,47.0,69.11764705882352,5.0,7.352941176470589,14.0,20.588235294117645,0.0,0.0,2055821,-22.43,-47.56,4,0,4,6,35,48,0,14.059714795008913,14.604377104377106,-0.5446623093681922,DADO HISTÓRICO,
SP,354390,RIO CLARO,2055821,UBS PSF DA ASSISTENCIA,,,,,,,,,133.0,SP,2022,0 a 18 anos,,,6.0,4.511278195488721,93.0,69.92481203007519,16.0,12.030075187969924,18.0,13.533834586466163,2.0,1.5037593984962403,2055821,-22.43,-47.56,4,0,4,6,35,48,0,15.540689960194603,14.059714795008913,1.48097516518569,DADO HISTÓRICO,
SP,354390,RIO CLARO,2055821,UBS PSF DA ASSISTENCIA,,,,,,,,,166.0,SP,2023,0 a 18 anos,,,5.0,3.0120481927710845,121.0,72.89156626506023,9.0,5.421686746987952,31.0,18.67469879518072,4.0,2.409638554216868,2055821,-22.43,-47.56,4,0,4,6,35,48,0,17.598922891921507,15.540689960194603,2.058232931726904,DADO HISTÓRICO,
SP,354390,RIO CLARO,2055821,UBS PSF DA ASSISTENCIA,,,,,,,,,155.0,SP,2024,0 a 18 anos,,,6.0,3.870967741935484,124.0,80.0,7.0,4.516129032258064,18.0,11.612903225806452,2.0,1.2903225806451613,2055821,-22.43,-47.56,4,0,4,6,35,48,0,14.607145535817779,17.598922891921507,-2.9917773561037286,DADO HISTÓRICO,
SP,354390,RIO CLARO,2055821,UBS PSF DA ASSISTENCIA,,,,,,,,,162.0,SP,2025,0 a 18 anos,,,6.0,3.7037037037037033,123.0,75.92592592592592,16.0,9.876543209876544,17.0,10.493827160493826,3.0,1.851851851851852,2055821,-22.43,-47.56,4,0,4,6,35,48,0,13.593809727160334,14.607145535817779,-1.0133358086574447,DADO HISTÓRICO,
SP,354390,RIO CLARO,2055902,UBS PSF CELIA AP CECCATO,,,,,,,,,61.0,SP,2009,0 a 18 anos,,,3.0,4.918032786885246,57.0,93.44262295081968,0.0,0.0,1.0,1.639344262295082,0.0,0.0,2055902,-22.402,-47.58,4,0,2,8,55,29,0,25.81967213114754,50.0,-24.18032786885246,DADO HISTÓRICO,
SP,354390,RIO CLARO,2055902,UBS PSF CELIA AP CECCATO,,,,,,,,,90.0,SP,2010,0 a 18 anos,,,2.0,2.2222222222222223,88.0,97.77777777777776,0.0,0.0,0.0,0.0,0.0,0.0,2055902,-22.402,-47.58,4,0,2,8,55,29,0,17.21311475409836,25.81967213114754,-8.606557377049182,DADO HISTÓRICO,
SP,354390,RIO CLARO,2055902,UBS PSF CELIA AP CECCATO,,,,,,,,,7.0,SP,2011,0 a 18 anos,,,0.0,0.0,7.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2055902,-22.402,-47.58,4,0,2,8,55,29,0,0.546448087431694,17.21311475409836,-16.666666666666664,DADO HISTÓRICO,
SP,354390,RIO CLARO,2055902,UBS PSF CELIA AP CECCATO,,,,,,,,,74.0,SP,2012,0 a 18 anos,,,1.0,1.351351351351351,71.0,95.94594594594594,0.0,0.0,2.0,2.702702702702702,0.0,0.0,2055902,-22.402,-47.58,4,0,2,8,55,29,0,0.9009009009009007,0.546448087431694,0.35445281346920665,DADO HISTÓRICO,
SP,354390,RIO CLARO,2055902,UBS PSF CELIA AP CECCATO,,,,,,,,,148.0,SP,2013,0 a 18 anos,,,9.0,6.081081081081082,125.0,84.45945945945947,0.0,0.0,14.0,9.45945945945946,0.0,0.0,2055902,-22.402,-47.58,4,0,2,8,55,29,0,4.0540540540540535,0.9009009009009007,3.153153153153153,DADO HISTÓRICO,
SP,354390,RIO CLARO,2055902,UBS PSF CELIA AP CECCATO,,,,,,,,,89.0,SP,2014,0 a 18 anos,,,3.0,3.3707865168539324,80.0,89.8876404494382,0.0,0.0,6.0,6.741573033707865,0.0,0.0,2055902,-22.402,-47.58,4,0,2,8,55,29,0,6.301245065290009,4.0540540540540535,2.247191011235955,DADO HISTÓRICO,
SP,354390,RIO CLARO,2055902,UBS PSF CELIA AP CECCATO,,,,,,,,,11.0,SP,2015,0 a 18 anos,,,0.0,0.0,11.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2055902,-22.402,-47.58,4,0,2,8,55,29,0,5.400344164389108,6.301245065290009,-0.9009009009009006,DADO HISTÓRICO,
SP,354390,RIO CLARO,2055902,UBS PSF CELIA AP CECCATO,,,,,,,,,114.0,SP,2016,0 a 18 anos,,,11.0,9.649122807017545,102.0,89.47368421052632,0.0,0.0,1.0,0.8771929824561403,0.0,0.0,2055902,-22.402,-47.58,4,0,2,8,55,29,0,2.5395886720546685,5.400344164389108,-2.8607554923344396,DADO HISTÓRICO,
SP,354390,RIO CLARO,2055902,UBS PSF CELIA AP CECCATO,,,,,,,,,8.0,SP,2017,0 a 18 anos,,,0.0,0.0,7.0,87.5,0.0,0.0,1.0,12.5,0.0,0.0,2055902,-22.402,-47.58,4,0,2,8,55,29,0,4.45906432748538,2.5395886720546685,1.9194756554307113,DADO HISTÓRICO,
SP,354390,RIO CLARO,2055902,UBS PSF CELIA AP CECCATO,,,,,,,,,75.0,SP,2018,0 a 18 anos,,,3.0,4.0,47.0,62.66666666666667,13.0,17.333333333333336,12.0,16.0,2.0,2.666666666666667,2055902,-22.402,-47.58,4,0,2,8,55,29,0,9.792397660818713,4.45906432748538,5.333333333333333,DADO HISTÓRICO,
SP,354390,RIO CLARO,2055902,UBS PSF CELIA AP CECCATO,,,,,,,,,67.0,SP,2019,0 a 18 anos,,,3.0,4.477611940298507,40.0,59.70149253731343,18.0,26.86567164179105,6.0,8.955223880597014,1.0,1.4925373134328357,2055902,-22.402,-47.58,4,0,2,8,55,29,0,12.485074626865673,9.792397660818713,2.6926769660469603,DADO HISTÓRICO,
SP,354390,RIO CLARO,2055902,UBS PSF CELIA AP CECCATO,,,,,,,,,3.0,SP,2020,0 a 18 anos,,,1.0,33.33333333333333,2.0,66.66666666666666,0.0,0.0,0.0,0.0,0.0,0.0,2055902,-22.402,-47.58,4,0,2,8,55,29,0,8.318407960199005,12.485074626865673,-4.166666666666668,DADO HISTÓRICO,
SP,354390,RIO CLARO,2055902,UBS PSF CELIA AP CECCATO,,,,,,,,,129.0,SP,2021,0 a 18 anos,,,2.0,1.550387596899225,105.0,81.3953488372093,0.0,0.0,22.0,17.05426356589147,0.0,0.0,2055902,-22.402,-47.58,4,0,2,8,55,29,0,8.669829148829495,8.318407960199005,0.3514211886304892,DADO HISTÓRICO,
SP,354390,RIO CLARO,2055902,UBS PSF CELIA AP CECCATO DA SILVA,,,,,,,,,921.0,SP,2022,0 a 18 anos,,,39.0,4.234527687296417,712.0,77.30727470141152,69.0,7.491856677524431,101.0,10.966340933767643,12.0,1.3029315960912051,2055902,-22.402,-47.58,4,0,2,8,55,29,0,9.340201499886371,8.669829148829495,0.6703723510568764,DADO HISTÓRICO,
SP,354390,RIO CLARO,2055902,UBS PSF CELIA AP CECCATO DA SILVA,,,,,,,,,1203.0,SP,2023,0 a 18 anos,,,43.0,3.5743973399833746,918.0,76.30922693266832,99.0,8.229426433915211,143.0,11.886949293433084,21.0,1.7456359102244388,2055902,-22.402,-47.58,4,0,2,8,55,29,0,13.302517931030733,9.340201499886371,3.9623164311443624,DADO HISTÓRICO,
SP,354390,RIO CLARO,2055902,UBS PSF CELIA AP CECCATO DA SILVA,,,,,,,,,1350.0,SP,2024,0 a 18 anos,,,37.0,2.740740740740741,1049.0,77.70370370370371,119.0,8.814814814814815,145.0,10.74074074074074,23.0,1.7037037037037035,2055902,-22.402,-47.58,4,0,2,8,55,29,0,11.198010322647155,13.302517931030733,-2.104507608383578,DADO HISTÓRICO,
SP,354390,RIO CLARO,2055902,UBS PSF CELIA AP CECCATO DA SILVA,,,,,,,,,1332.0,SP,2025,0 a 18 anos,,,31.0,2.3273273273273274,1008.0,75.67567567567568,124.0,9.30930930930931,169.0,12.687687687687689,22.0,1.6516516516516515,2055902,-22.402,-47.58,4,0,2,8,55,29,0,11.771792573953837,11.198010322647155,0.5737822513066817,DADO HISTÓRICO,
SP,354390,RIO CLARO,2060825,UBS DR SILVIO ARNALDO PIVA,,,,,,,,,60.0,SP,2010,0 a 18 anos,,,3.0,5.0,55.0,91.66666666666666,0.0,0.0,2.0,3.333333333333333,0.0,0.0,2060825,-22.421,-47.545,1,0,2,2,12,14,0,3.518518518518518,3.7037037037037033,-0.18518518518518512,DADO HISTÓRICO,
SP,354390,RIO CLARO,2060825,UBS DR SILVIO ARNALDO PIVA,,,,,,,,,49.0,SP,2011,0 a 18 anos,,,1.0,2.0408163265306123,47.0,95.91836734693877,0.0,0.0,1.0,2.0408163265306123,0.0,0.0,2060825,-22.421,-47.545,1,0,2,2,12,14,0,3.025951121189216,3.518518518518518,-0.4925673973293021,DADO HISTÓRICO,
SP,354390,RIO CLARO,2060825,UBS DR SILVIO ARNALDO PIVA,,,,,,,,,5.0,SP,2012,0 a 18 anos,,,0.0,0.0,5.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2060825,-22.421,-47.545,1,0,2,2,12,14,0,1.7913832199546487,3.025951121189216,-1.2345679012345674,DADO HISTÓRICO,
SP,354390,RIO CLARO,2060825,UBS DR SILVIO ARNALDO PIVA,,,,,,,,,14.0,SP,2013,0 a 18 anos,,,0.0,0.0,12.0,85.71428571428571,0.0,0.0,2.0,14.285714285714285,0.0,0.0,2060825,-22.421,-47.545,1,0,2,2,12,14,0,5.442176870748299,1.7913832199546487,3.6507936507936503,DADO HISTÓRICO,
SP,354390,RIO CLARO,2060825,UBS DR SILVIO ARNALDO PIVA,,,,,,,,,77.0,SP,2014,0 a 18 anos,,,3.0,3.896103896103896,66.0,85.71428571428571,0.0,0.0,8.0,10.38961038961039,0.0,0.0,2060825,-22.421,-47.545,1,0,2,2,12,14,0,8.225108225108224,5.442176870748299,2.782931354359925,DADO HISTÓRICO,
SP,354390,RIO CLARO,2060825,UBS DR SILVIO ARNALDO PIVA,,,,,,,,,78.0,SP,2015,0 a 18 anos,,,2.0,2.564102564102564,70.0,89.74358974358975,0.0,0.0,6.0,7.6923076923076925,0.0,0.0,2060825,-22.421,-47.545,1,0,2,2,12,14,0,10.78921078921079,8.225108225108224,2.5641025641025657,DADO HISTÓRICO,
SP,354390,RIO CLARO,2060825,UBS DR SILVIO ARNALDO PIVA,,,,,,,,,33.0,SP,2016,0 a 18 anos,,,1.0,3.0303030303030303,27.0,81.81818181818183,0.0,0.0,5.0,15.151515151515152,0.0,0.0,2060825,-22.421,-47.545,1,0,2,2,12,14,0,11.077811077811077,10.78921078921079,0.2886002886002874,DADO HISTÓRICO,
SP,354390,RIO CLARO,2060825,UBS DR SILVIO ARNALDO PIVA,,,,,,,,,44.0,SP,2017,0 a 18 anos,,,1.0,2.272727272727273,35.0,79.54545454545455,4.0,9.090909090909092,4.0,9.090909090909092,0.0,0.0,2060825,-22.421,-47.545,1,0,2,2,12,14,0,10.644910644910645,11.077811077811077,-0.432900432900432,DADO HISTÓRICO,
SP,354390,RIO CLARO,2060825,UBS DR SILVIO ARNALDO PIVA,,,,,,,,,42.0,SP,2018,0 a 18 anos,,,0.0,0.0,32.0,76.19047619047619,6.0,14.285714285714285,4.0,9.523809523809524,0.0,0.0,2060825,-22.421,-47.545,1,0,2,2,12,14,0,11.255411255411255,10.644910644910645,0.6105006105006101,DADO HISTÓRICO,
SP,354390,RIO CLARO,2060825,UBS DR SILVIO ARNALDO PIVA,,,,,,,,,54.0,SP,2019,0 a 18 anos,,,1.0,1.851851851851852,43.0,79.62962962962963,4.0,7.4074074074074066,6.0,11.11111111111111,0.0,0.0,2060825,-22.421,-47.545,1,0,2,2,12,14,0,9.90860990860991,11.255411255411255,-1.346801346801346,DADO HISTÓRICO,
SP,354390,RIO CLARO,2060825,UBS DR SILVIO ARNALDO PIVA,,,,,,,,,8.0,SP,2020,0 a 18 anos,,,1.0,12.5,6.0,75.0,1.0,12.5,0.0,0.0,0.0,0.0,2060825,-22.421,-47.545,1,0,2,2,12,14,0,6.878306878306877,9.90860990860991,-3.030303030303032,DADO HISTÓRICO,
SP,354390,RIO CLARO,2060825,UBS DR SILVIO ARNALDO PIVA,,,,,,,,,99.0,SP,2021,0 a 18 anos,,,6.0,6.0606060606060606,58.0,58.58585858585859,15.0,15.151515151515152,20.0,20.2020202020202,7.0,7.07070707070707,2060825,-22.421,-47.545,1,0,2,2,12,14,0,10.437710437710438,6.878306878306877,3.5594035594035605,DADO HISTÓRICO,
SP,354390,RIO CLARO,2060825,UBS DR SILVIO ARNALDO PIVA,,,,,,,,,768.0,SP,2022,0 a 18 anos,,,29.0,3.7760416666666665,609.0,79.296875,25.0,3.255208333333333,105.0,13.671875,8.0,1.0416666666666663,2060825,-22.421,-47.545,1,0,2,2,12,14,0,11.2912984006734,10.437710437710438,0.8535879629629619,DADO HISTÓRICO,
SP,354390,RIO CLARO,2060825,UBS DR SILVIO ARNALDO PIVA,,,,,,,,,902.0,SP,2023,0 a 18 anos,,,24.0,2.6607538802660757,699.0,77.49445676274944,60.0,6.651884700665188,119.0,13.19290465631929,10.0,1.1086474501108647,2060825,-22.421,-47.545,1,0,2,2,12,14,0,15.688933286113164,11.2912984006734,4.397634885439764,DADO HISTÓRICO,
SP,354390,RIO CLARO,2060825,UBS DR SILVIO ARNALDO PIVA,,,,,,,,,1084.0,SP,2024,0 a 18 anos,,,34.0,3.136531365313653,856.0,78.96678966789668,68.0,6.273062730627306,126.0,11.62361623616236,9.0,0.8302583025830259,2060825,-22.421,-47.545,1,0,2,2,12,14,0,12.829465297493883,15.688933286113164,-2.859467988619281,DADO HISTÓRICO,
SP,354390,RIO CLARO,2060825,UBS DR SILVIO ARNALDO PIVA,,,,,,,,,805.0,SP,2025,0 a 18 anos,,,23.0,2.857142857142857,618.0,76.77018633540372,52.0,6.459627329192546,112.0,13.91304347826087,4.0,0.4968944099378882,2060825,-22.421,-47.545,1,0,2,2,12,14,0,12.909854790247508,12.829465297493883,0.08038949275362484,DADO HISTÓRICO,
SP,354390,RIO CLARO,2071940,UBS DR NICOLINO MAZZIOTTI,,,,,,,,,60.0,SP,2010,0 a 18 anos,,,2.0,3.333333333333333,52.0,86.66666666666667,0.0,0.0,6.0,10.0,0.0,0.0,2071940,-22.385,-47.558,9,1,4,12,73,58,0,5.0,0.0,5.0,DADO HISTÓRICO,
SP,354390,RIO CLARO,2071940,UBS DR NICOLINO MAZZIOTTI,,,,,,,,,56.0,SP,2011,0 a 18 anos,,,1.0,1.7857142857142856,51.0,91.07142857142856,0.0,0.0,4.0,7.142857142857142,0.0,0.0,2071940,-22.385,-47.558,9,1,4,12,73,58,0,5.714285714285714,5.0,0.7142857142857144,DADO HISTÓRICO,
SP,354390,RIO CLARO,2071940,UBS DR NICOLINO MAZZIOTTI,,,,,,,,,6.0,SP,2012,0 a 18 anos,,,0.0,0.0,5.0,83.33333333333334,1.0,16.666666666666664,0.0,0.0,0.0,0.0,2071940,-22.385,-47.558,9,1,4,12,73,58,0,5.714285714285714,5.714285714285714,0.0,DADO HISTÓRICO,
SP,354390,RIO CLARO,2071940,UBS DR NICOLINO MAZZIOTTI,,,,,,,,,80.0,SP,2013,0 a 18 anos,,,1.0,1.25,69.0,86.25,0.0,0.0,10.0,12.5,0.0,0.0,2071940,-22.385,-47.558,9,1,4,12,73,58,0,6.5476190476190474,5.714285714285714,0.833333333333333,DADO HISTÓRICO,
SP,354390,RIO CLARO,2071940,UBS DR NICOLINO MAZZIOTTI,,,,,,,,,104.0,SP,2014,0 a 18 anos,,,5.0,4.807692307692308,82.0,78.84615384615384,1.0,0.9615384615384616,16.0,15.384615384615383,0.0,0.0,2071940,-22.385,-47.558,9,1,4,12,73,58,0,9.294871794871794,6.5476190476190474,2.7472527472527464,DADO HISTÓRICO,
SP,354390,RIO CLARO,2071940,UBS DR NICOLINO MAZZIOTTI,,,,,,,,,95.0,SP,2015,0 a 18 anos,,,1.0,1.0526315789473684,88.0,92.63157894736842,0.0,0.0,6.0,6.315789473684211,0.0,0.0,2071940,-22.385,-47.558,9,1,4,12,73,58,0,11.40013495276653,9.294871794871794,2.1052631578947363,DADO HISTÓRICO,
SP,354390,RIO CLARO,2071940,UBS DR NICOLINO MAZZIOTTI,,,,,,,,,68.0,SP,2016,0 a 18 anos,,,2.0,2.941176470588235,56.0,82.35294117647058,0.0,0.0,10.0,14.705882352941178,0.0,0.0,2071940,-22.385,-47.558,9,1,4,12,73,58,0,12.135429070413592,11.40013495276653,0.7352941176470615,DADO HISTÓRICO,
SP,354390,RIO CLARO,2071940,UBS DR NICOLINO MAZZIOTTI,,,,,,,,,79.0,SP,2017,0 a 18 anos,,,1.0,1.2658227848101269,62.0,78.48101265822784,3.0,3.79746835443038,13.0,16.455696202531644,1.0,1.2658227848101269,2071940,-22.385,-47.558,9,1,4,12,73,58,0,12.492456009719012,12.135429070413592,0.3570269393054204,DADO HISTÓRICO,
SP,354390,RIO CLARO,2071940,UBS DR NICOLINO MAZZIOTTI,,,,,,,,,24.0,SP,2018,0 a 18 anos,,,2.0,8.333333333333332,16.0,66.66666666666666,4.0,16.666666666666664,2.0,8.333333333333332,0.0,0.0,2071940,-22.385,-47.558,9,1,4,12,73,58,0,13.16497062960205,12.492456009719012,0.6725146198830387,DADO HISTÓRICO,
SP,354390,RIO CLARO,2071940,UBS DR NICOLINO MAZZIOTTI,,,,,,,,,61.0,SP,2019,0 a 18 anos,,,1.0,1.639344262295082,50.0,81.9672131147541,3.0,4.918032786885246,7.0,11.475409836065571,0.0,0.0,2071940,-22.385,-47.558,9,1,4,12,73,58,0,12.088146457310183,13.16497062960205,-1.076824172291868,DADO HISTÓRICO,
SP,354390,RIO CLARO,2071940,UBS DR NICOLINO MAZZIOTTI JARDIM CERVEZAO,,,,,,,,,24.0,SP,2020,0 a 18 anos,,,2.0,8.333333333333332,17.0,70.83333333333334,2.0,8.333333333333332,3.0,12.5,0.0,0.0,2071940,-22.385,-47.558,9,1,4,12,73,58,0,10.7695810564663,12.088146457310183,-1.318565400843882,DADO HISTÓRICO,
SP,354390,RIO CLARO,2071940,UBS DR NICOLINO MAZZIOTTI,,,,,,,,,75.0,SP,2021,0 a 18 anos,,,1.0,1.3333333333333337,51.0,68.0,13.0,17.333333333333336,10.0,13.333333333333334,1.0,1.3333333333333337,2071940,-22.385,-47.558,9,1,4,12,73,58,0,12.436247723132967,10.7695810564663,1.666666666666666,DADO HISTÓRICO,
SP,354390,RIO CLARO,2071940,UBS DR NICOLINO MAZZIOTTI JARDIM CERVEZAO,,,,,,,,,1096.0,SP,2022,0 a 18 anos,,,26.0,2.3722627737226274,910.0,83.02919708029196,26.0,2.3722627737226274,134.0,12.226277372262777,12.0,1.094890510948905,2071940,-22.385,-47.558,9,1,4,12,73,58,0,12.686536901865368,12.436247723132967,0.25028917873240175,DADO HISTÓRICO,
SP,354390,RIO CLARO,2071940,UBS DR NICOLINO MAZZIOTTI JARDIM CERVEZAO,,,,,,,,,1417.0,SP,2023,0 a 18 anos,,,36.0,2.5405786873676783,1166.0,82.28652081863092,50.0,3.5285815102328866,165.0,11.644318983768526,13.0,0.9174311926605504,2071940,-22.385,-47.558,9,1,4,12,73,58,0,12.401309896454876,12.686536901865368,-0.2852270054104924,DADO HISTÓRICO,
SP,354390,RIO CLARO,2071940,UBS DR NICOLINO MAZZIOTTI JARDIM CERVEZAO,,,,,,,,,1335.0,SP,2024,0 a 18 anos,,,29.0,2.1722846441947565,1081.0,80.97378277153558,49.0,3.670411985018727,176.0,13.183520599250937,14.0,1.0486891385767791,2071940,-22.385,-47.558,9,1,4,12,73,58,0,12.351372318427414,12.401309896454876,-0.04993757802746224,DADO HISTÓRICO,
SP,354390,RIO CLARO,2071940,UBS DR NICOLINO MAZZIOTTI JARDIM CERVEZAO,,,,,,,,,879.0,SP,2025,0 a 18 anos,,,17.0,1.9340159271899888,692.0,78.72582480091013,43.0,4.891922639362913,127.0,14.448236632536974,13.0,1.4789533560864618,2071940,-22.385,-47.558,9,1,4,12,73,58,0,13.092025405185476,12.351372318427414,0.7406530867580621,DADO HISTÓRICO,
SP,354390,RIO CLARO,2074494,UBS DR ANTONIO RAPHAEL,,,,,,,,,5.0,SP,2010,0 a 18 anos,,,0.0,0.0,5.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2074494,-22.415,-47.561,7,0,12,10,66,74,0,4.545454545454546,9.090909090909092,-4.545454545454546,DADO HISTÓRICO,
SP,354390,RIO CLARO,2074494,UBS DR ANTONIO RAPHAEL MINERVINO SANTOMAURO,,,,,,,,,66.0,SP,2011,0 a 18 anos,,,2.0,3.0303030303030303,60.0,90.9090909090909,0.0,0.0,4.0,6.0606060606060606,0.0,0.0,2074494,-22.415,-47.561,7,0,12,10,66,74,0,5.050505050505051,4.545454545454546,0.5050505050505052,DADO HISTÓRICO,
SP,354390,RIO CLARO,2074494,UBS DR ANTONIO RAPHAEL MINERVINO SANTOMAURO,,,,,,,,,33.0,SP,2012,0 a 18 anos,,,0.0,0.0,32.0,96.96969696969695,0.0,0.0,1.0,3.0303030303030303,0.0,0.0,2074494,-22.415,-47.561,7,0,12,10,66,74,0,3.03030303030303,5.050505050505051,-2.020202020202021,DADO HISTÓRICO,
SP,354390,RIO CLARO,2074494,UBS DR ANTONIO RAPHAEL,,,,,,,,,120.0,SP,2013,0 a 18 anos,,,1.0,0.8333333333333334,99.0,82.5,0.0,0.0,20.0,16.666666666666664,0.0,0.0,2074494,-22.415,-47.561,7,0,12,10,66,74,0,8.585858585858585,3.03030303030303,5.555555555555555,DADO HISTÓRICO,
SP,354390,RIO CLARO,2074494,UBS DR ANTONIO RAPHAEL,,,,,,,,,52.0,SP,2014,0 a 18 anos,,,1.0,1.9230769230769231,44.0,84.61538461538461,0.0,0.0,7.0,13.461538461538462,0.0,0.0,2074494,-22.415,-47.561,7,0,12,10,66,74,0,11.052836052836051,8.585858585858585,2.4669774669774664,DADO HISTÓRICO,
SP,354390,RIO CLARO,2074494,UBS DR ANTONIO RAPHAEL,,,,,,,,,56.0,SP,2015,0 a 18 anos,,,3.0,5.357142857142857,48.0,85.71428571428571,0.0,0.0,5.0,8.928571428571429,0.0,0.0,2074494,-22.415,-47.561,7,0,12,10,66,74,0,13.018925518925519,11.052836052836051,1.9660894660894677,DADO HISTÓRICO,
SP,354390,RIO CLARO,2074494,UBS DR ANTONIO RAPHAEL,,,,,,,,,20.0,SP,2016,0 a 18 anos,,,0.0,0.0,19.0,95.0,0.0,0.0,1.0,5.0,0.0,0.0,2074494,-22.415,-47.561,7,0,12,10,66,74,0,9.13003663003663,13.018925518925519,-3.8888888888888893,DADO HISTÓRICO,
SP,354390,RIO CLARO,2074494,UBS DR ANTONIO RAPHAEL,,,,,,,,,158.0,SP,2017,0 a 18 anos,,,4.0,2.5316455696202533,125.0,79.11392405063292,15.0,9.49367088607595,14.0,8.860759493670885,3.0,1.89873417721519,2074494,-22.415,-47.561,7,0,12,10,66,74,0,7.596443640747438,9.13003663003663,-1.5335929892891915,DADO HISTÓRICO,
SP,354390,RIO CLARO,2074494,UBS DR ANTONIO RAPHAEL,,,,,,,,,5.0,SP,2018,0 a 18 anos,,,0.0,0.0,4.0,80.0,1.0,20.0,0.0,0.0,0.0,0.0,2074494,-22.415,-47.561,7,0,12,10,66,74,0,4.620253164556962,7.596443640747438,-2.9761904761904763,DADO HISTÓRICO,
SP,354390,RIO CLARO,2074494,UBS DR ANTONIO RAPHAEL,,,,,,,,,30.0,SP,2019,0 a 18 anos,,,1.0,3.333333333333333,29.0,96.66666666666669,0.0,0.0,0.0,0.0,0.0,0.0,2074494,-22.415,-47.561,7,0,12,10,66,74,0,2.9535864978902953,4.620253164556962,-1.6666666666666665,DADO HISTÓRICO,
SP,354390,RIO CLARO,2074494,UBS DR ANTONIO RAPHAEL,,,,,,,,,70.0,SP,2020,0 a 18 anos,,,2.0,2.857142857142857,48.0,68.57142857142857,8.0,11.428571428571429,12.0,17.142857142857142,3.0,4.285714285714286,2074494,-22.415,-47.561,7,0,12,10,66,74,0,5.714285714285714,2.9535864978902953,2.760699216395419,DADO HISTÓRICO,
SP,354390,RIO CLARO,2074494,UBS DR ANTONIO RAPHAEL,,,,,,,,,214.0,SP,2021,0 a 18 anos,,,4.0,1.8691588785046729,136.0,63.55140186915887,33.0,15.42056074766355,41.0,19.15887850467289,7.0,3.2710280373831773,2074494,-22.415,-47.561,7,0,12,10,66,74,0,12.10057854917668,5.714285714285714,6.386292834890965,DADO HISTÓRICO,
SP,354390,RIO CLARO,2074494,UBS DR ANTONIO RAPHAEL MINERVINO SANTOMAURO,,,,,,,,,330.0,SP,2022,0 a 18 anos,,,8.0,2.4242424242424243,235.0,71.21212121212122,29.0,8.787878787878787,58.0,17.575757575757574,6.0,1.818181818181818,2074494,-22.415,-47.561,7,0,12,10,66,74,0,17.959164407762536,12.10057854917668,5.858585858585856,DADO HISTÓRICO,
